"LOCATION","Country","SUBJECT","Subject","SECTOR","Sector","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"USA","United States","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","2003","2003",0.6808766,,
"USA","United States","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","2004","2004",0.6780138,,
"USA","United States","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","2005","2005",0.6673849,,
"USA","United States","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","2006","2006",0.6718704,,
"USA","United States","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","2007","2007",0.6802575,,
"USA","United States","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","2008","2008",0.6857421,,
"USA","United States","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","2009","2009",0.6790453,,
"USA","United States","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","2010","2010",0.6684888,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","1997","1997",0.4922327,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","1998","1998",0.5744804,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","1999","1999",0.5561762,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","2000","2000",0.526928,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","2001","2001",0.5365157,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","2002","2002",0.5352682,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","2003","2003",0.5517836,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","2004","2004",0.5472121,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","2005","2005",0.5527406,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","2006","2006",0.5371738,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","2007","2007",0.5659143,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","1997","1997",0.7384102,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","1998","1998",0.6988385,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","1999","1999",0.6671936,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","2000","2000",0.5851445,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","2001","2001",0.5546451,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","2002","2002",0.5502666,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","2003","2003",0.5261919,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","2004","2004",0.5078008,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","2005","2005",0.5107348,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","2006","2006",0.5272347,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","2007","2007",0.5902493,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","1997","1997",0.6346532,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","1998","1998",0.6408339,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","1999","1999",0.6248015,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","2000","2000",0.5432911,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","2001","2001",0.5421548,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","2002","2002",0.5453328,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","2003","2003",0.5104619,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","2004","2004",0.4901181,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","2005","2005",0.4988688,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","2006","2006",0.4858924,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","2007","2007",0.5193267,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","1998","1998",0.5135976,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","1999","1999",0.4960463,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","2000","2000",0.4768954,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","2001","2001",0.4634767,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","2002","2002",0.4739693,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","2003","2003",0.4871156,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","2004","2004",0.4223607,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","2005","2005",0.4030499,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","2006","2006",0.3582541,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","2007","2007",0.3554601,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","1997","1997",0.5325589,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","1998","1998",0.6212847,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","1999","1999",0.5761618,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","2000","2000",0.4890574,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","2001","2001",0.5014881,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","2002","2002",0.4909985,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","2003","2003",0.5223817,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","2004","2004",0.510568,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","2005","2005",0.5094719,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","2006","2006",0.4957339,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","2007","2007",0.5126008,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1997","1997",0.1323967,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1998","1998",0.1741361,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1999","1999",0.151689,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","2000","2000",0.1569329,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","2001","2001",0.1889778,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","2002","2002",0.1814631,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","2003","2003",0.1888873,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","2004","2004",0.2065677,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","2005","2005",0.2280002,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","2006","2006",0.2444782,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","2007","2007",0.2646378,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1997","1997",0.3257152,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1998","1998",0.3836019,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1999","1999",0.3571949,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","2000","2000",0.3269623,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","2001","2001",0.3541942,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","2002","2002",0.3461055,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","2003","2003",0.366707,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","2004","2004",0.3699155,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","2005","2005",0.3785211,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","2006","2006",0.3765754,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","2007","2007",0.3949242,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","1997","1997",0.4817771,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","1998","1998",0.4936588,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","1999","1999",0.4599469,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","2000","2000",0.4144439,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","2001","2001",0.4268511,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","2002","2002",0.4209985,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","2003","2003",0.4233142,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","2004","2004",0.4136998,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","2005","2005",0.4188757,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","2006","2006",0.4095771,,
"BGR","Bulgaria","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","2007","2007",0.4289772,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","1995","1995",0.6264965,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","1996","1996",0.6285201,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","1997","1997",0.6305202,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","1998","1998",0.6092954,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","1999","1999",0.6025885,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","2000","2000",0.6004881,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","2001","2001",0.597129,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","2002","2002",0.6216744,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","2003","2003",0.6556622,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","2004","2004",0.6458099,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","2005","2005",0.6418878,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","2006","2006",0.6294294,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","2007","2007",0.6207772,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","2008","2008",0.6104721,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","1995","1995",0.6636279,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","1996","1996",0.6403252,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","1997","1997",0.6242311,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","1998","1998",0.6072578,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","1999","1999",0.5981522,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","2000","2000",0.5837591,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","2001","2001",0.5612355,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","2002","2002",0.5787256,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","2003","2003",0.5796239,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","2004","2004",0.5815269,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","2005","2005",0.5933964,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","2006","2006",0.6192499,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","2007","2007",0.6527809,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","1995","1995",0.6110197,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","1996","1996",0.602935,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","1997","1997",0.5966334,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","1998","1998",0.559648,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","1999","1999",0.5588194,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","2000","2000",0.5344865,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","2001","2001",0.5132313,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","2002","2002",0.5182586,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","2003","2003",0.5174712,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","2004","2004",0.5208763,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","2005","2005",0.5171294,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","2006","2006",0.5638648,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","2007","2007",0.5732006,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","1995","1995",0.7391011,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","1996","1996",0.7233968,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","1997","1997",0.7586408,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","1998","1998",0.7080473,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","1999","1999",0.7273709,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","2000","2000",0.7004966,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","2001","2001",0.7484021,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","2002","2002",0.7444144,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","2003","2003",0.7272503,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","2004","2004",0.6967555,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","2005","2005",0.6488014,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","2006","2006",0.629235,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","2007","2007",0.5832525,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","1995","1995",0.6360241,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","1996","1996",0.6552932,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","1997","1997",0.6481403,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","1998","1998",0.6249278,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","1999","1999",0.5954088,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","2000","2000",0.5864237,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","2001","2001",0.596981,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","2002","2002",0.6334422,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","2003","2003",0.6758828,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","2004","2004",0.6800008,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","2005","2005",0.6687875,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","2006","2006",0.6412074,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","2007","2007",0.6367186,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1995","1995",0.4082943,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1996","1996",0.4052356,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1997","1997",0.4105591,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1998","1998",0.3987932,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1999","1999",0.3943019,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","2000","2000",0.4286522,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","2001","2001",0.4286639,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","2002","2002",0.4824076,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","2003","2003",0.4876434,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","2004","2004",0.5015082,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","2005","2005",0.5121669,,
